City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
258,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,83,40,0.0,scattered clouds,2022-02-08 01:39:36
259,Port Keats,AU,-14.25,129.55,90.07,62,72,3.36,light rain,2022-02-08 01:39:37
260,Buin,CL,-33.7333,-70.75,76.73,54,0,3.2,clear sky,2022-02-08 01:39:37
261,Grindavik,IS,63.8424,-22.4338,30.67,80,75,46.04,light shower snow,2022-02-08 01:39:38
262,Alofi,NU,-19.0595,-169.9187,78.62,67,100,4.36,light rain,2022-02-08 01:39:38
263,Cartago,CO,4.7464,-75.9117,73.15,95,100,1.61,overcast clouds,2022-02-08 01:38:38
264,Malchevskaya,RU,49.0552,40.3625,31.73,98,100,13.58,snow,2022-02-08 01:39:39
265,Bubaque,GW,11.2833,-15.8333,76.8,70,3,8.46,clear sky,2022-02-08 01:39:40
266,Srednekolymsk,RU,67.45,153.6833,-33.39,96,74,4.63,broken clouds,2022-02-08 01:39:42
267,Aransas Pass,US,27.9095,-97.15,59.23,55,0,9.22,clear sky,2022-02-08 01:39:43
268,Luderitz,NA,-26.6481,15.1594,72.81,66,32,5.82,scattered clouds,2022-02-08 01:39:44
269,Vikindu,TZ,-7.0067,39.2985,80.24,83,40,10.36,scattered clouds,2022-02-08 01:39:45
270,Castro,BR,-24.7911,-50.0119,59.58,90,0,4.23,clear sky,2022-02-08 01:39:45
271,Puerto Carreno,CO,6.189,-67.4859,78.35,79,100,5.5,overcast clouds,2022-02-08 01:39:46
272,Lagoa,PT,39.05,-27.9833,59.09,66,58,7.61,broken clouds,2022-02-08 01:39:47
273,Dongsheng,CN,39.8161,109.9776,18.12,43,0,4.83,clear sky,2022-02-08 01:39:47
274,Changde,CN,29.0464,111.6783,35.58,85,65,5.26,light rain,2022-02-08 01:39:49
275,Manaus,BR,-3.1019,-60.025,79.29,94,75,3.44,broken clouds,2022-02-08 01:36:45
276,Campbellton,CA,48.0075,-66.6727,14.45,97,100,2.13,light snow,2022-02-08 01:39:52
277,Luanda,AO,-8.8368,13.2343,75.2,88,75,4.61,broken clouds,2022-02-08 01:39:53
278,Muli,MV,2.9167,73.5667,81.57,71,95,17.52,overcast clouds,2022-02-08 01:39:53
279,Boras,SE,57.721,12.9401,38.82,96,100,12.37,light rain,2022-02-08 01:39:54
280,Ust-Kuyga,RU,70.0167,135.6,-44.88,99,97,3.62,overcast clouds,2022-02-08 01:39:55
281,Colares,PT,38.7992,-9.4469,57.88,45,0,10.0,clear sky,2022-02-08 01:39:55
282,Poum,NC,-20.2333,164.0167,81.55,88,100,29.08,light rain,2022-02-08 01:39:56
283,Portsoy,GB,57.6814,-2.6896,46.89,72,22,15.01,few clouds,2022-02-08 01:39:56
284,Kaitangata,NZ,-46.2817,169.8464,58.93,75,0,7.27,clear sky,2022-02-08 01:39:57
285,Valparaiso,CL,-33.0393,-71.6273,66.47,76,75,6.91,broken clouds,2022-02-08 01:39:57
286,Salalah,OM,17.0151,54.0924,71.69,20,0,12.66,clear sky,2022-02-08 01:39:58
287,Penarroya-Pueblonuevo,ES,38.3,-5.2667,47.44,53,0,3.78,clear sky,2022-02-08 01:39:59
288,Cidreira,BR,-30.1811,-50.2056,68.14,74,3,9.26,clear sky,2022-02-08 01:39:59
289,Jiayuguan,CN,39.8167,98.3,18.93,69,39,2.42,scattered clouds,2022-02-08 01:40:00
290,Macapa,BR,0.0389,-51.0664,80.58,89,40,6.91,scattered clouds,2022-02-08 01:40:01
291,Lavrentiya,RU,65.5833,-171.0,-14.46,65,0,16.55,clear sky,2022-02-08 01:40:01
292,Marau,BR,-28.4492,-52.2,55.47,69,0,0.87,clear sky,2022-02-08 01:40:02
293,Kedrovyy,RU,56.1667,91.8167,7.21,99,100,3.13,overcast clouds,2022-02-08 01:40:03
294,Zhangye,CN,38.9342,100.4517,20.71,53,42,2.21,scattered clouds,2022-02-08 01:40:04
295,Tomatlan,MX,19.9333,-105.25,69.37,72,1,2.17,clear sky,2022-02-08 01:40:04
296,Sikonge,TZ,-5.6333,32.7667,62.49,91,96,2.46,overcast clouds,2022-02-08 01:40:05
297,Dukat,RU,62.55,155.55,-8.1,75,61,1.3,broken clouds,2022-02-08 01:40:06
298,Torbay,CA,47.6666,-52.7314,22.26,79,75,12.66,broken clouds,2022-02-08 01:35:32
299,Bumba,CD,2.1833,22.4667,67.71,41,16,1.86,few clouds,2022-02-08 01:40:07
300,Teya,RU,60.3778,92.6267,-20.7,100,99,2.08,overcast clouds,2022-02-08 01:40:07
301,High Level,CA,58.5169,-117.136,10.51,85,75,16.11,light snow,2022-02-08 01:40:08
302,Tuatapere,NZ,-46.1333,167.6833,62.82,45,0,6.85,clear sky,2022-02-08 01:40:08
303,Pinotepa Nacional,MX,16.3167,-98.0167,72.99,83,38,1.9,scattered clouds,2022-02-08 01:35:28
304,Amarpatan,IN,24.3167,80.9833,55.56,45,0,1.92,clear sky,2022-02-08 01:40:09
305,Ballina,AU,-28.8667,153.5667,77.04,69,75,6.91,broken clouds,2022-02-08 01:40:10
306,Bilma,NE,18.6853,12.9164,59.74,15,0,7.11,clear sky,2022-02-08 01:40:10
307,Tianpeng,CN,30.9866,103.9393,37.87,70,95,1.48,overcast clouds,2022-02-08 01:40:11
308,Matagami,CA,49.7502,-77.6328,5.11,85,75,2.3,broken clouds,2022-02-08 01:40:12
309,Coquimbo,CL,-29.9533,-71.3436,64.13,88,0,8.05,clear sky,2022-02-08 01:40:12
310,Totoral,PE,-17.4053,-70.365,62.91,72,99,2.51,overcast clouds,2022-02-08 01:40:13
311,Roebourne,AU,-20.7833,117.1333,87.3,64,61,10.83,broken clouds,2022-02-08 01:40:13
312,Eureka,US,40.8021,-124.1637,51.75,85,80,1.99,broken clouds,2022-02-08 01:40:14
313,Whitehorse,CA,60.7161,-135.0538,32.77,40,100,8.05,overcast clouds,2022-02-08 01:40:14
314,Valdepenas,ES,38.7621,-3.3848,43.09,65,0,3.27,clear sky,2022-02-08 01:37:30
315,Nelson Bay,AU,-32.7167,152.15,74.75,77,44,3.0,scattered clouds,2022-02-08 01:40:16
316,Cayenne,GF,4.9333,-52.3333,80.64,83,75,8.05,broken clouds,2022-02-08 01:40:17
317,Hami,CN,42.8,93.45,24.44,41,0,4.59,clear sky,2022-02-08 01:40:18
318,Moussoro,TD,13.6408,16.4901,62.76,14,8,11.74,clear sky,2022-02-08 01:40:18
319,Port Hardy,CA,50.6996,-127.4199,44.78,93,100,3.44,light rain,2022-02-08 01:40:19
320,Walvis Bay,NA,-22.9575,14.5053,70.09,94,100,5.75,light rain,2022-02-08 01:40:19
321,Buraydah,SA,26.326,43.975,46.85,36,0,4.83,clear sky,2022-02-08 01:40:20
322,Ambilobe,MG,-13.2,49.05,73.78,94,67,2.77,broken clouds,2022-02-08 01:40:20
323,Waiouru,NZ,-39.4833,175.6667,72.48,72,87,3.15,overcast clouds,2022-02-08 01:40:21
324,Hofn,IS,64.2539,-15.2082,33.51,73,100,37.89,light snow,2022-02-08 01:40:21
325,Husavik,IS,66.0449,-17.3389,26.51,88,94,12.73,overcast clouds,2022-02-08 01:40:22
326,Sosnytsya,UA,51.5239,32.4999,32.58,99,100,7.54,light snow,2022-02-08 01:40:23
327,Pervomayskiy,RU,53.2485,40.2871,31.14,98,100,10.76,snow,2022-02-08 01:40:23
328,Hamilton,US,39.1834,-84.5333,27.0,73,0,11.5,clear sky,2022-02-08 01:37:47
329,Minot,US,48.2325,-101.2963,39.42,60,0,11.5,clear sky,2022-02-08 01:36:35
330,Mazara Del Vallo,IT,37.6641,12.588,51.01,70,14,14.7,few clouds,2022-02-08 01:40:25
331,Luwuk,ID,-0.9516,122.7875,85.96,62,82,2.59,broken clouds,2022-02-08 01:40:26
332,Bud,US,39.447,-86.1758,21.74,86,45,3.47,scattered clouds,2022-02-08 01:40:26
333,Kulunda,RU,52.566,78.9385,18.01,96,98,5.77,overcast clouds,2022-02-08 01:40:27
334,Pringsewu,ID,-5.3582,104.9744,81.63,77,97,1.48,overcast clouds,2022-02-08 01:40:27
335,Malakal,SS,9.5334,31.6605,69.71,20,67,5.84,broken clouds,2022-02-08 01:40:28
336,Pevek,RU,69.7008,170.3133,-27.49,97,26,2.82,scattered clouds,2022-02-08 01:40:28
337,Dalbandin,PK,28.8947,64.4101,50.88,27,36,5.23,scattered clouds,2022-02-08 01:40:29
338,Turbat,PK,26.0023,63.044,61.12,76,2,0.4,clear sky,2022-02-08 01:40:29
339,Painesville,US,41.7245,-81.2457,30.87,81,100,13.8,overcast clouds,2022-02-08 01:40:30
340,Miri,MY,4.4148,114.0089,84.34,84,40,5.75,scattered clouds,2022-02-08 01:40:31
341,Matara,LK,5.9485,80.5353,75.67,86,94,3.87,overcast clouds,2022-02-08 01:40:31
342,Dudinka,RU,69.4058,86.1778,-14.39,99,100,10.6,overcast clouds,2022-02-08 01:40:32
343,Lafiagi,NG,8.8667,5.4167,76.01,18,3,3.0,clear sky,2022-02-08 01:40:33
344,Skovorodino,RU,53.9833,123.9167,2.48,75,17,1.86,few clouds,2022-02-08 01:40:33
345,Dalnerechensk,RU,45.9339,133.7225,7.52,91,95,7.05,overcast clouds,2022-02-08 01:36:40
346,Meulaboh,ID,4.1363,96.1285,79.45,75,100,4.18,overcast clouds,2022-02-08 01:40:35
347,Onalaska,US,43.8844,-91.2351,21.69,58,100,8.05,overcast clouds,2022-02-08 01:37:16
348,Thinadhoo,MV,0.5333,72.9333,82.09,67,100,12.55,overcast clouds,2022-02-08 01:40:36
349,Singapore,SG,1.2897,103.8501,78.75,83,75,8.05,broken clouds,2022-02-08 01:40:37
350,Pangnirtung,CA,66.1451,-65.7125,-19.55,94,100,5.46,overcast clouds,2022-02-08 01:40:37
351,Shelburne,CA,44.0787,-80.2041,28.26,93,100,8.39,overcast clouds,2022-02-08 01:40:38
352,Sagar,IN,23.8333,78.7167,58.14,38,0,1.63,clear sky,2022-02-08 01:40:39
353,Catamarca,AR,-28.4696,-65.7852,73.04,65,12,12.91,few clouds,2022-02-08 01:40:39
354,Xining,CN,36.6167,101.7667,13.73,75,83,1.25,broken clouds,2022-02-08 01:40:40
355,Huarmey,PE,-10.0681,-78.1522,71.28,79,100,7.54,overcast clouds,2022-02-08 01:40:41
356,Algiers,DZ,36.7525,3.042,40.82,93,20,2.3,few clouds,2022-02-08 01:39:38
357,Mayumba,GA,-3.432,10.6554,77.05,92,100,9.48,overcast clouds,2022-02-08 01:40:42
358,Mana,GF,5.6592,-53.7767,76.89,86,89,9.08,overcast clouds,2022-02-08 01:40:43
359,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,89,20,6.91,few clouds,2022-02-08 01:40:43
360,Kargil,IN,34.5667,76.1,-9.81,96,99,2.55,overcast clouds,2022-02-08 01:40:44
361,Corowa,AU,-36.0333,146.3833,78.58,30,0,5.99,clear sky,2022-02-08 01:40:44
362,Takoradi,GH,4.8845,-1.7554,78.4,90,80,5.97,broken clouds,2022-02-08 01:40:45
363,Kutum,SD,14.2,24.6667,49.8,25,0,5.84,clear sky,2022-02-08 01:40:45
364,Magadan,RU,59.5667,150.8,9.54,64,95,9.37,overcast clouds,2022-02-08 01:40:46
365,Trincomalee,LK,8.5711,81.2335,79.2,64,20,7.72,few clouds,2022-02-08 01:40:46
366,Moctezuma,MX,29.8,-109.6667,57.54,22,0,8.61,clear sky,2022-02-08 01:40:47
367,Igarka,RU,67.4667,86.5833,-31.27,100,53,5.28,broken clouds,2022-02-08 01:40:48
368,Kuytun,RU,54.3419,101.5036,7.27,93,100,6.67,overcast clouds,2022-02-08 01:40:48
369,Kimbe,PG,-5.5502,150.1429,85.26,70,90,4.14,light rain,2022-02-08 01:40:50
370,Madang,PG,-5.2246,145.7966,85.46,72,43,3.91,scattered clouds,2022-02-08 01:40:50
371,Isfana,KG,39.8386,69.5306,25.36,65,100,4.9,overcast clouds,2022-02-08 01:40:51
372,Marystown,CA,47.1666,-55.1483,26.85,100,100,13.62,overcast clouds,2022-02-08 01:40:52
373,Nishihara,JP,26.1842,127.7558,69.85,77,75,19.57,broken clouds,2022-02-08 01:40:52
374,Coihueco,CL,-36.6167,-71.8333,74.14,41,0,5.75,clear sky,2022-02-08 01:40:53
375,Ribeira Brava,PT,32.65,-17.0667,61.72,72,3,8.93,clear sky,2022-02-08 01:40:53
376,Roding,DE,49.1964,12.5186,36.34,90,96,8.97,overcast clouds,2022-02-08 01:40:54
377,Filadelfia,US,39.9523,-75.1638,37.54,94,100,5.75,light rain,2022-02-08 01:40:06
378,Dunmore East,IE,52.1514,-6.9861,53.78,92,72,21.7,broken clouds,2022-02-08 01:40:57
379,Saint-Augustin,CA,51.226,-58.6502,7.65,97,100,4.21,overcast clouds,2022-02-08 01:40:57
380,Fuyang,CN,32.9,115.8167,35.13,79,100,3.98,overcast clouds,2022-02-08 01:40:58
381,Kavieng,PG,-2.5744,150.7967,84.94,70,97,8.97,overcast clouds,2022-02-08 01:40:58
382,Iqaluit,CA,63.7506,-68.5145,-5.31,58,100,6.91,overcast clouds,2022-02-08 01:40:59
383,Lazaro Cardenas,MX,17.9583,-102.2,74.8,75,30,5.26,scattered clouds,2022-02-08 01:40:59
384,Bratsk,RU,56.1325,101.6142,-1.66,96,98,5.46,overcast clouds,2022-02-08 01:41:00
385,Chicama,PE,-7.8447,-79.1469,66.74,71,86,7.09,overcast clouds,2022-02-08 01:41:00
386,Bukama,CD,-9.2,25.85,68.23,98,100,1.66,overcast clouds,2022-02-08 01:41:02
387,Tucuma,BR,-0.1833,-50.05,75.67,92,100,4.36,overcast clouds,2022-02-08 01:41:02
388,Ancud,CL,-41.8697,-73.8203,62.42,92,100,6.06,overcast clouds,2022-02-08 01:41:03
389,Dingle,PH,10.9995,122.6711,83.21,71,29,12.06,scattered clouds,2022-02-08 01:41:03
390,Malatya,TR,38.5,38.0,30.25,80,75,4.61,broken clouds,2022-02-08 01:41:04
391,Hervey Bay,AU,-25.2986,152.8535,87.04,63,1,5.99,clear sky,2022-02-08 01:41:05
392,Dillon,US,34.4166,-79.3712,43.83,93,100,8.3,moderate rain,2022-02-08 01:37:55
393,Nago,JP,26.5881,127.9761,70.65,77,93,16.13,overcast clouds,2022-02-08 01:41:06
394,Koslan,RU,63.4564,48.8989,8.31,98,100,4.21,overcast clouds,2022-02-08 01:41:06
395,Bethel,US,41.3712,-73.414,36.93,92,100,0.0,mist,2022-02-08 01:41:07
396,Humaita,BR,-7.5061,-63.0208,74.71,89,73,0.4,broken clouds,2022-02-08 01:41:07
397,Bhopal,IN,23.2667,77.4,52.03,93,1,0.0,haze,2022-02-08 01:41:08
398,Togur,RU,58.3631,82.8265,-20.16,100,7,4.32,clear sky,2022-02-08 01:37:37
399,Bathsheba,BB,13.2167,-59.5167,76.55,72,60,15.41,broken clouds,2022-02-08 01:41:09
400,Nieuw Amsterdam,SR,5.8833,-55.0833,79.02,88,63,7.9,broken clouds,2022-02-08 01:41:09
401,Znamenskoye,RU,57.1281,73.8282,3.47,93,6,7.36,clear sky,2022-02-08 01:41:10
402,Witu,KE,-2.3889,40.4382,77.16,95,62,4.03,broken clouds,2022-02-08 01:41:10
403,Mendi,PG,-6.1761,143.6513,71.98,59,100,4.7,overcast clouds,2022-02-08 01:41:11
404,Yar-Sale,RU,66.8333,70.8333,0.95,88,100,16.31,overcast clouds,2022-02-08 01:41:11
405,Hibbing,US,47.4272,-92.9377,13.86,46,0,3.44,clear sky,2022-02-08 01:36:41
406,Tual,ID,-5.6667,132.75,83.07,76,32,5.95,scattered clouds,2022-02-08 01:41:12
407,Bonnyville,CA,54.2668,-110.735,41.63,73,10,17.38,clear sky,2022-02-08 01:41:13
408,Huanren,CN,41.2647,125.3667,21.83,59,7,0.58,clear sky,2022-02-08 01:41:13
409,Antofagasta,CL,-23.65,-70.4,65.48,77,10,4.0,clear sky,2022-02-08 01:37:09
410,Beroroha,MG,-21.6667,45.1667,74.57,89,100,10.96,light rain,2022-02-08 01:41:14
411,Susehri,TR,40.1644,38.0867,15.08,87,47,3.4,scattered clouds,2022-02-08 01:41:15
412,Saryozek,KZ,44.3583,77.9753,17.92,92,100,2.37,overcast clouds,2022-02-08 01:41:15
413,Michigan City,US,41.7075,-86.895,25.0,79,100,6.91,overcast clouds,2022-02-08 01:41:16
414,Kudat,MY,6.8837,116.8477,82.33,83,20,3.44,few clouds,2022-02-08 01:41:16
415,West Bay,KY,19.3667,-81.4167,77.07,85,20,4.61,few clouds,2022-02-08 01:41:17
416,Guasdualito,VE,7.2424,-70.7324,84.2,58,40,3.44,scattered clouds,2022-02-08 01:41:18
417,Haines Junction,CA,60.7522,-137.5108,33.75,44,100,3.44,overcast clouds,2022-02-08 01:41:18
418,Chillicothe,US,39.3331,-82.9824,32.49,68,0,9.22,clear sky,2022-02-08 01:41:19
419,Carman,CA,49.4992,-98.0016,20.32,92,100,9.22,overcast clouds,2022-02-08 01:41:19
420,Bandarbeyla,SO,9.4942,50.8122,74.61,67,0,15.61,clear sky,2022-02-08 01:41:21
421,Lasa,IT,46.6166,10.7002,29.66,52,1,9.06,clear sky,2022-02-08 01:41:22
422,Moldava Nad Bodvou,SK,48.6143,20.9996,37.72,56,40,6.91,scattered clouds,2022-02-08 01:41:23
423,Gravelbourg,CA,49.8834,-106.5512,41.27,77,3,9.95,clear sky,2022-02-08 01:41:24
424,Orange Cove,US,36.6244,-119.3137,69.85,45,0,3.0,clear sky,2022-02-08 01:41:24
425,Maniitsoq,GL,65.4167,-52.9,1.13,84,100,7.36,light snow,2022-02-08 01:41:25
426,Wahiawa,US,21.5028,-158.0236,75.52,65,100,12.66,overcast clouds,2022-02-08 01:41:26
427,Rodionovo-Nesvetayskaya,RU,47.6103,39.7121,38.55,92,100,10.63,overcast clouds,2022-02-08 01:41:27
428,Mancio Lima,BR,-7.6142,-72.8958,70.32,99,83,2.62,broken clouds,2022-02-08 01:41:28
429,San Andres,CO,12.5847,-81.7006,78.82,73,20,6.91,few clouds,2022-02-08 01:41:29
430,Zambezi,ZM,-13.5432,23.1047,64.45,98,100,2.91,light rain,2022-02-08 01:41:29
431,The Valley,AI,18.217,-63.0578,77.09,69,35,18.5,scattered clouds,2022-02-08 01:41:30
432,Cap Malheureux,MU,-19.9842,57.6142,75.69,85,100,3.0,overcast clouds,2022-02-08 01:41:31
433,Kamaishi,JP,39.2667,141.8833,31.15,53,100,11.99,overcast clouds,2022-02-08 01:41:31
434,Atbasar,KZ,51.8,68.3333,-0.67,100,86,5.39,overcast clouds,2022-02-08 01:41:32
435,Punto Fijo,VE,11.6956,-70.1996,78.76,82,48,22.7,scattered clouds,2022-02-08 01:41:33
436,Arlit,NE,18.7369,7.3853,61.93,12,0,7.52,clear sky,2022-02-08 01:41:33
437,Grande Prairie,CA,55.1667,-118.8027,39.38,60,20,20.71,few clouds,2022-02-08 01:39:41
438,Rawson,AR,-43.3002,-65.1023,82.6,22,0,28.99,clear sky,2022-02-08 01:41:35
439,Komsomolskiy,UZ,40.4272,71.7189,36.32,87,100,4.61,mist,2022-02-08 01:41:37
440,Bjelovar,HR,45.8986,16.8489,40.69,64,14,9.69,few clouds,2022-02-08 01:41:38
441,Sur,OM,22.5667,59.5289,65.68,69,0,2.77,clear sky,2022-02-08 01:41:39
442,Novobirilyussy,RU,56.9514,90.6661,-9.69,100,100,2.89,overcast clouds,2022-02-08 01:41:40
443,Muros,ES,42.7762,-9.0603,48.83,85,8,5.7,clear sky,2022-02-08 01:41:40
444,Biak,ID,-0.9131,122.8766,83.57,63,70,1.19,broken clouds,2022-02-08 01:41:41
445,Dzhebariki-Khaya,RU,62.2167,135.8,-20.43,90,100,1.32,overcast clouds,2022-02-08 01:41:41
446,Lahat,ID,-3.8,103.5333,77.27,88,84,0.65,broken clouds,2022-02-08 01:41:42
447,Zharkent,KZ,44.1628,80.0,23.56,58,99,0.65,overcast clouds,2022-02-08 01:41:42
448,Wukari,NG,7.85,9.7833,71.8,22,48,5.39,scattered clouds,2022-02-08 01:41:43
449,Natal,BR,-5.795,-35.2094,81.25,78,20,9.22,few clouds,2022-02-08 01:40:53
450,Honolulu,US,21.3069,-157.8583,78.62,65,75,17.27,broken clouds,2022-02-08 01:40:18
451,Ugleuralskiy,RU,58.9534,57.5846,-3.42,97,99,3.69,overcast clouds,2022-02-08 01:41:44
452,Waddan,LY,29.1614,16.139,55.26,27,100,5.93,overcast clouds,2022-02-08 01:41:44
453,Salyan,AZ,39.5936,48.9805,38.61,78,2,5.77,clear sky,2022-02-08 01:41:45
454,Bereda,ES,43.2686,-7.5406,41.58,100,80,2.08,broken clouds,2022-02-08 01:41:46
455,Aberdeen,GB,57.1437,-2.0981,46.89,62,58,12.66,broken clouds,2022-02-08 01:40:21
456,Saint-Philippe,RE,-21.3585,55.7679,74.79,88,100,12.73,overcast clouds,2022-02-08 01:41:47
457,Kerteminde,DK,55.449,10.6577,42.33,88,100,23.71,overcast clouds,2022-02-08 01:41:47
458,Grand Gaube,MU,-20.0064,57.6608,75.6,85,100,3.0,overcast clouds,2022-02-08 01:41:48
459,Fairbanks,US,64.8378,-147.7164,-0.44,68,100,8.05,overcast clouds,2022-02-08 01:37:23
460,Alice Springs,AU,-23.7,133.8833,90.95,22,11,18.41,few clouds,2022-02-08 01:41:50
461,Tieli,CN,46.95,128.05,12.09,90,100,3.62,overcast clouds,2022-02-08 01:41:52
462,Krasnoselkup,RU,65.7,82.4667,-29.04,100,51,5.32,broken clouds,2022-02-08 01:41:53
463,Bershet,RU,57.7309,56.3783,7.86,100,66,2.75,broken clouds,2022-02-08 01:41:53
464,Atasu,KZ,48.6814,71.6433,1.51,100,93,3.71,overcast clouds,2022-02-08 01:41:54
465,Trelleborg,SE,55.3751,13.1569,39.15,92,84,19.77,broken clouds,2022-02-08 01:41:54
466,Barsovo,RU,61.1667,73.1667,-6.99,95,17,9.73,few clouds,2022-02-08 01:41:55
467,Port Moresby,PG,-9.4431,147.1797,89.02,55,40,3.44,haze,2022-02-08 01:41:56
468,Kilinochchi,LK,9.3961,80.3982,74.68,73,100,5.82,overcast clouds,2022-02-08 01:41:56
469,Flin Flon,CA,54.7682,-101.865,28.31,97,100,4.07,overcast clouds,2022-02-08 01:41:57
470,Tres Arroyos,AR,-38.3739,-60.2798,57.02,77,0,7.85,clear sky,2022-02-08 01:41:57
471,Salihorsk,BY,52.7876,27.5415,26.58,94,59,10.8,broken clouds,2022-02-08 01:41:58
472,Kenai,US,60.5544,-151.2583,25.09,86,100,16.11,light snow,2022-02-08 01:41:58
473,Casas Grandes,MX,30.3667,-107.95,42.44,34,0,8.59,clear sky,2022-02-08 01:41:59
474,Leningradskiy,RU,69.3833,178.4167,-26.91,93,4,4.79,clear sky,2022-02-08 01:41:59
475,Barra Do Bugres,BR,-15.0725,-57.1811,72.41,98,100,2.95,overcast clouds,2022-02-08 01:40:26
476,Erzin,TR,36.9559,36.2,46.92,75,95,4.12,overcast clouds,2022-02-08 01:42:00
477,Khash,IR,28.2211,61.2158,46.22,52,0,2.39,clear sky,2022-02-08 01:42:01
478,Vermilion,US,40.1667,-87.7506,20.55,82,0,0.0,clear sky,2022-02-08 01:42:01
479,Maragua,KE,-0.7833,37.1333,66.18,87,64,3.65,broken clouds,2022-02-08 01:42:02
480,Kalabo,ZM,-14.97,22.6814,63.82,96,59,4.7,broken clouds,2022-02-08 01:42:04
481,Ayagoz,KZ,47.9714,80.4392,3.67,100,100,2.35,overcast clouds,2022-02-08 01:42:04
482,Saint Marys,US,30.7305,-81.5465,50.22,89,100,0.0,overcast clouds,2022-02-08 01:42:05
483,Buala,SB,-8.145,159.5921,83.68,79,100,11.7,light rain,2022-02-08 01:42:05
484,Kinsale,IE,51.7075,-8.5306,51.24,93,75,10.36,broken clouds,2022-02-08 01:42:06
485,Formosa,AR,-26.1775,-58.1781,69.78,56,0,4.61,clear sky,2022-02-08 01:41:01
486,Bima,ID,-8.4667,118.7167,84.65,73,100,3.65,overcast clouds,2022-02-08 01:42:07
487,Dakar,SN,14.6937,-17.4441,70.68,77,0,12.48,clear sky,2022-02-08 01:40:58
488,Mogzon,RU,51.7435,111.9606,12.87,91,100,5.03,overcast clouds,2022-02-08 01:42:07
489,Umm Kaddadah,SD,13.6017,26.6876,54.27,28,0,13.02,clear sky,2022-02-08 01:42:09
490,Dunedin,NZ,-45.8742,170.5036,62.56,67,1,6.04,clear sky,2022-02-08 01:39:59
491,Morondava,MG,-20.2833,44.2833,80.2,82,100,18.05,moderate rain,2022-02-08 01:42:10
492,Galeras,CO,9.161,-75.0481,77.72,75,89,7.29,overcast clouds,2022-02-08 01:42:10
493,Gurun,MY,5.8172,100.4738,82.17,79,85,5.17,overcast clouds,2022-02-08 01:42:11
494,Pflugerville,US,30.4394,-97.62,52.38,52,40,5.75,scattered clouds,2022-02-08 01:40:42
495,Pemangkat,ID,1.1667,108.9667,76.03,92,100,5.7,overcast clouds,2022-02-08 01:42:12
496,Pa Sang,TH,18.5262,98.9394,75.34,52,12,0.81,few clouds,2022-02-08 01:42:12
497,Tres Barras,BR,-26.1064,-50.3222,58.57,92,5,2.01,clear sky,2022-02-08 01:42:13
498,Kuching,MY,1.55,110.3333,77.22,94,20,3.44,few clouds,2022-02-08 01:42:13
499,Wanaka,NZ,-44.7,169.15,74.1,47,2,4.0,clear sky,2022-02-08 01:42:14
500,Warri,NG,5.5167,5.75,76.24,86,4,3.47,clear sky,2022-02-08 01:42:14
501,Olafsvik,IS,64.8945,-23.7142,30.52,86,100,36.08,snow,2022-02-08 01:42:15
502,Sneek,NL,53.033,5.6589,47.95,95,100,15.01,overcast clouds,2022-02-08 01:42:15
503,Yining,CN,29.0361,114.5636,37.58,88,100,2.55,overcast clouds,2022-02-08 01:42:16
504,Havoysund,NO,70.9963,24.6622,31.08,64,47,16.17,scattered clouds,2022-02-08 01:42:16
505,Korla,CN,41.7597,86.1469,22.41,51,13,2.1,few clouds,2022-02-08 01:42:17
506,Turkistan,KZ,43.0,68.0,32.27,56,100,5.35,overcast clouds,2022-02-08 01:42:18
507,Pisco,PE,-13.7,-76.2167,69.03,88,0,1.43,clear sky,2022-02-08 01:42:19
508,Dangriga,BZ,16.9692,-88.2321,73.36,79,0,3.18,clear sky,2022-02-08 01:42:19
509,Ukiah,US,39.1502,-123.2078,66.56,36,0,5.75,clear sky,2022-02-08 01:42:20
510,Coria,ES,39.9879,-6.5377,46.45,69,0,5.01,clear sky,2022-02-08 01:42:21
511,Tumut,AU,-35.3,148.2167,74.39,35,6,7.11,clear sky,2022-02-08 01:42:21
512,Borger,NL,52.9233,6.7931,44.8,93,100,15.43,overcast clouds,2022-02-08 01:42:22
513,Paamiut,GL,61.994,-49.6678,5.41,95,100,19.91,light snow,2022-02-08 01:42:22
514,Ixtapa,MX,20.7,-105.2,72.63,78,0,11.5,clear sky,2022-02-08 01:42:23
515,Piacabucu,BR,-10.4056,-36.4344,78.37,81,3,8.55,clear sky,2022-02-08 01:42:24
516,Ashqelon,IL,31.6693,34.5715,52.41,66,13,5.64,few clouds,2022-02-08 01:42:24
517,Seoul,KR,37.5683,126.9778,31.57,59,0,2.3,clear sky,2022-02-08 01:37:27
518,Coari,BR,-4.085,-63.1414,73.44,98,100,1.54,overcast clouds,2022-02-08 01:42:25
519,Ranot,TH,7.7777,100.3213,80.83,74,100,2.44,overcast clouds,2022-02-08 01:42:26
520,Pudozh,RU,61.8099,36.5345,12.06,95,54,6.35,broken clouds,2022-02-08 01:42:26
521,Uray,RU,60.1247,64.7758,-3.69,99,36,6.31,scattered clouds,2022-02-08 01:42:27
522,Auki,SB,-8.7676,160.7034,81.64,84,100,11.05,heavy intensity rain,2022-02-08 01:42:28
