City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
667,Sibu,MY,79.11,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
668,Xam Nua,LA,66.15,few clouds,20.4197,104.0439,Xee Wang Guesthouse
670,Nisia Floresta,BR,81.41,clear sky,-6.0911,-35.2086,Rancho Crepusculo
673,Te Anau,NZ,70.02,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
674,Ewa Beach,US,80.55,overcast clouds,21.3156,-158.0072,Uncle Junior Robert
675,Remanso,BR,78.37,overcast clouds,-9.6179,-42.0831,Hotel Mangueira
682,Nicoya,CR,78.35,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
686,Paraiso,CR,67.06,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
687,Karratha,AU,87.91,broken clouds,-20.7377,116.8463,ibis Styles Karratha
688,Sechura,PE,72.61,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
689,Port Hedland,AU,75.25,light intensity drizzle,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
690,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
694,Moindou,NC,82.35,overcast clouds,-21.6924,165.677,Equi-lodge de Moindou
